,corr,p,layer,ROI,state,net
0,0.07530245845910005,0.17748225177482252,ReLu1,EVC,randomstate,dc
1,0.0017620616409159454,0.973002699730027,ReLu1,EVC,randomstate,dc
2,0.02351746263861872,0.5845415458454155,ReLu1,EVC,randomstate,dc
3,0.16202528430827404,0.00019998000199980003,ReLu1,EVC,randomstate,dc
4,0.0510247954216479,0.09379062093790622,ReLu1,EVC,randomstate,dc
5,0.02482944703576185,0.6248375162483751,ReLu1,EVC,randomstate,dc
6,0.190453399753474,9.999000099990002e-05,ReLu1,EVC,randomstate,dc
7,0.03709571347176692,0.39206079392060794,ReLu1,EVC,randomstate,dc
8,0.18867920086558826,9.999000099990002e-05,ReLu1,EVC,randomstate,dc
9,0.14323244266114923,0.0038996100389961006,ReLu1,EVC,randomstate,dc
10,0.12987154881109017,0.007999200079992,ReLu1,EVC,randomstate,dc
11,-0.009737107915299881,0.8514148585141486,ReLu1,EVC,randomstate,dc
12,0.10094241881799107,0.037396260373962605,ReLu1,EVC,randomstate,dc
13,0.2542035319531014,9.999000099990002e-05,ReLu1,EVC,randomstate,dc
14,0.19271548951540887,0.00019998000199980003,ReLu1,EVC,randomstate,dc
15,0.15093417531505635,0.0031996800319968005,ReLu1,IT,randomstate,dc
16,0.048887232993986986,0.36806319368063195,ReLu1,IT,randomstate,dc
17,0.07852770020402354,0.0888911108889111,ReLu1,IT,randomstate,dc
18,0.25279063851557154,9.999000099990002e-05,ReLu1,IT,randomstate,dc
19,0.13845941100567136,0.0091990800919908,ReLu1,IT,randomstate,dc
20,0.032416875235644745,0.48585141485851413,ReLu1,IT,randomstate,dc
21,0.1252213896747451,0.0040995900409959,ReLu1,IT,randomstate,dc
22,0.1246407928335661,0.019498050194980503,ReLu1,IT,randomstate,dc
23,0.20651550242828395,0.00019998000199980003,ReLu1,IT,randomstate,dc
24,0.14252974778377156,0.00019998000199980003,ReLu1,IT,randomstate,dc
25,0.16648705300670527,9.999000099990002e-05,ReLu1,IT,randomstate,dc
26,0.0694132274058922,0.20957904209579042,ReLu1,IT,randomstate,dc
27,0.1849735395365679,9.999000099990002e-05,ReLu1,IT,randomstate,dc
28,0.23542764713047,9.999000099990002e-05,ReLu1,IT,randomstate,dc
29,0.1979212169660733,9.999000099990002e-05,ReLu1,IT,randomstate,dc
30,0.043018091871033136,0.43545645435456454,ReLu1,EVC,100epochs,dc
31,-0.08060417696715982,0.0922907709229077,ReLu1,EVC,100epochs,dc
32,0.011367290441872121,0.7908209179082092,ReLu1,EVC,100epochs,dc
33,0.12042642758774405,0.004399560043995601,ReLu1,EVC,100epochs,dc
34,-0.0022529652110425567,0.9411058894110589,ReLu1,EVC,100epochs,dc
35,-0.005792945761009604,0.9076092390760924,ReLu1,EVC,100epochs,dc
36,0.1069219515710709,0.010298970102989701,ReLu1,EVC,100epochs,dc
37,-0.018458875166221855,0.6685331466853315,ReLu1,EVC,100epochs,dc
38,0.11418773769554971,0.016698330166983303,ReLu1,EVC,100epochs,dc
39,0.13366258845818735,0.004999500049995001,ReLu1,EVC,100epochs,dc
40,0.030716830062095298,0.532046795320468,ReLu1,EVC,100epochs,dc
41,-0.028590702300719716,0.5913408659134086,ReLu1,EVC,100epochs,dc
42,0.02789615519976073,0.5741425857414258,ReLu1,EVC,100epochs,dc
43,0.2190229630382163,0.00019998000199980003,ReLu1,EVC,100epochs,dc
44,0.11872576220616689,0.019498050194980503,ReLu1,EVC,100epochs,dc
45,0.09696501606557811,0.0628937106289371,ReLu1,IT,100epochs,dc
46,0.027213851604044853,0.6185381461853815,ReLu1,IT,100epochs,dc
47,0.07090221567309701,0.1284871512848715,ReLu1,IT,100epochs,dc
48,0.20346721285578653,9.999000099990002e-05,ReLu1,IT,100epochs,dc
49,0.09542426308667641,0.08249175082491751,ReLu1,IT,100epochs,dc
50,-0.0520327903591602,0.27407259274072593,ReLu1,IT,100epochs,dc
51,0.05760406541110591,0.18468153184681532,ReLu1,IT,100epochs,dc
52,0.03907398844918336,0.47585241475852413,ReLu1,IT,100epochs,dc
53,0.11843243358428775,0.0168983101689831,ReLu1,IT,100epochs,dc
54,0.0807974569216455,0.0244975502449755,ReLu1,IT,100epochs,dc
55,0.10816489344860235,0.010498950104989501,ReLu1,IT,100epochs,dc
56,-0.010095251466275316,0.8529147085291471,ReLu1,IT,100epochs,dc
57,0.1613434652960923,9.999000099990002e-05,ReLu1,IT,100epochs,dc
58,0.11943414300546558,0.0202979702029797,ReLu1,IT,100epochs,dc
59,0.1103658811860013,0.006199380061993801,ReLu1,IT,100epochs,dc
60,0.1786304166575567,0.0045995400459954,ReLu2,EVC,randomstate,dc
61,0.12727790215251403,0.022897710228977103,ReLu2,EVC,randomstate,dc
62,0.052532563836603485,0.28557144285571445,ReLu2,EVC,randomstate,dc
63,0.17037363855529078,0.00029997000299970003,ReLu2,EVC,randomstate,dc
