,corr,p,layer,ROI,state
121,0.1013320802579012,0.0408959104089591,ReLu3,EVC,randomstate
122,0.060278678583516467,0.15348465153484653,ReLu3,EVC,randomstate
123,0.17117662324662822,9.999000099990002e-05,ReLu3,EVC,randomstate
124,0.08665329424702506,0.0046995300469953,ReLu3,EVC,randomstate
125,0.023944465804279676,0.632936706329367,ReLu3,EVC,randomstate
126,0.2963538434267141,9.999000099990002e-05,ReLu3,EVC,randomstate
127,0.19228870917310154,9.999000099990002e-05,ReLu3,EVC,randomstate
128,0.23952892592510777,9.999000099990002e-05,ReLu3,EVC,randomstate
129,0.2090190512327287,9.999000099990002e-05,ReLu3,EVC,randomstate
130,0.25992872002798545,9.999000099990002e-05,ReLu3,EVC,randomstate
131,0.042146756034160814,0.43185681431856815,ReLu3,EVC,randomstate
132,0.22289730033715544,9.999000099990002e-05,ReLu3,EVC,randomstate
133,0.20944545185917418,0.00039996000399960006,ReLu3,EVC,randomstate
134,0.20686283921020707,9.999000099990002e-05,ReLu3,EVC,randomstate
135,0.25201649390652214,9.999000099990002e-05,ReLu3,IT,randomstate
136,0.07524959631784636,0.1720827917208279,ReLu3,IT,randomstate
137,0.11456448077975137,0.0117988201179882,ReLu3,IT,randomstate
138,0.328609613696661,9.999000099990002e-05,ReLu3,IT,randomstate
139,0.11624912840148272,0.031196880311968805,ReLu3,IT,randomstate
140,0.10169650867081069,0.033996600339966,ReLu3,IT,randomstate
141,0.21117575798199156,9.999000099990002e-05,ReLu3,IT,randomstate
142,0.21324922008584893,0.00019998000199980003,ReLu3,IT,randomstate
143,0.32910473798609824,9.999000099990002e-05,ReLu3,IT,randomstate
144,0.14248425173759752,0.00029997000299970003,ReLu3,IT,randomstate
145,0.2700567763434829,9.999000099990002e-05,ReLu3,IT,randomstate
146,0.1444563218535351,0.010198980101989802,ReLu3,IT,randomstate
147,0.20644795734050495,9.999000099990002e-05,ReLu3,IT,randomstate
148,0.32783059396784975,9.999000099990002e-05,ReLu3,IT,randomstate
149,0.24838811170839342,9.999000099990002e-05,ReLu3,IT,randomstate
150,-0.04315812865960236,0.43955604439556045,ReLu3,EVC,100epochs
151,-0.06867385076561881,0.16728327167283272,ReLu3,EVC,100epochs
152,0.052610655569255475,0.21727827217278273,ReLu3,EVC,100epochs
153,0.16119439483649348,0.00029997000299970003,ReLu3,EVC,100epochs
154,-0.0017989529755561729,0.9539046095390461,ReLu3,EVC,100epochs
155,-0.018473900200583104,0.7148285171482852,ReLu3,EVC,100epochs
156,0.08524043058471568,0.045795420457954206,ReLu3,EVC,100epochs
157,-0.019314074796766667,0.6655334466553344,ReLu3,EVC,100epochs
158,0.07668849415690888,0.11068893110688931,ReLu3,EVC,100epochs
159,0.08877652268720126,0.06529347065293471,ReLu3,EVC,100epochs
160,-0.00919971966351748,0.8603139686031397,ReLu3,EVC,100epochs
161,0.048163394765228865,0.3721627837216278,ReLu3,EVC,100epochs
162,-0.019425018740873497,0.7021297870212979,ReLu3,EVC,100epochs
163,0.3149024993082486,9.999000099990002e-05,ReLu3,EVC,100epochs
164,0.1526099826410914,0.0022997700229977,ReLu3,EVC,100epochs
165,0.05298330047063102,0.31956804319568044,ReLu3,IT,100epochs
166,0.01764168998509177,0.7493250674932507,ReLu3,IT,100epochs
167,0.04800882079783482,0.3117688231176882,ReLu3,IT,100epochs
168,0.26167543982292163,9.999000099990002e-05,ReLu3,IT,100epochs
169,0.0901802082195814,0.10008999100089991,ReLu3,IT,100epochs
170,0.01475096858925319,0.7534246575342466,ReLu3,IT,100epochs
171,0.06096709051664465,0.16898310168983102,ReLu3,IT,100epochs
172,0.13996070101975946,0.0117988201179882,ReLu3,IT,100epochs
173,0.1533501468523079,0.0023997600239976003,ReLu3,IT,100epochs
174,0.15193527696181505,0.00019998000199980003,ReLu3,IT,100epochs
175,0.1531309125579242,0.0006999300069993001,ReLu3,IT,100epochs
176,0.045325116203554804,0.42085791420857915,ReLu3,IT,100epochs
177,0.20466176476474834,9.999000099990002e-05,ReLu3,IT,100epochs
178,0.08153213545747909,0.1342865713428657,ReLu3,IT,100epochs
179,0.12836621509301357,0.0034996500349965005,ReLu3,IT,100epochs
180,0.15317781360186708,0.008399160083991601,ReLu4,EVC,randomstate
181,0.11357848498580968,0.022097790220977902,ReLu4,EVC,randomstate
182,0.06004138365467812,0.17068293170682933,ReLu4,EVC,randomstate
183,0.17542835295861678,0.00019998000199980003,ReLu4,EVC,randomstate
184,0.09755092909242315,0.0014998500149985001,ReLu4,EVC,randomstate
185,0.02560905228937685,0.6248375162483751,ReLu4,EVC,randomstate
186,0.3026038251622952,9.999000099990002e-05,ReLu4,EVC,randomstate
187,0.21105111056523482,9.999000099990002e-05,ReLu4,EVC,randomstate
188,0.24898996903863366,9.999000099990002e-05,ReLu4,EVC,randomstate
189,0.2259902020244173,9.999000099990002e-05,ReLu4,EVC,randomstate
190,0.2728662180948711,9.999000099990002e-05,ReLu4,EVC,randomstate
191,0.0410943053835919,0.45635436456354367,ReLu4,EVC,randomstate
192,0.22385415862380392,0.00019998000199980003,ReLu4,EVC,randomstate
193,0.21561255623160314,0.00019998000199980003,ReLu4,EVC,randomstate
194,0.2155909934095335,9.999000099990002e-05,ReLu4,EVC,randomstate
195,0.2576726186845802,9.999000099990002e-05,ReLu4,IT,randomstate
196,0.08615992244199636,0.1354864513548645,ReLu4,IT,randomstate
197,0.12029852207474054,0.011698830116988301,ReLu4,IT,randomstate
198,0.33343091409302494,9.999000099990002e-05,ReLu4,IT,randomstate
199,0.11376393143969335,0.042195780421957804,ReLu4,IT,randomstate
200,0.10761373612052481,0.025297470252974703,ReLu4,IT,randomstate
201,0.217490341475722,0.00019998000199980003,ReLu4,IT,randomstate
202,0.21626379412909616,0.00019998000199980003,ReLu4,IT,randomstate
203,0.33828977004048716,9.999000099990002e-05,ReLu4,IT,randomstate
204,0.148820640672365,0.00019998000199980003,ReLu4,IT,randomstate
205,0.27695860587777765,9.999000099990002e-05,ReLu4,IT,randomstate
206,0.15117192897861104,0.007899210078992101,ReLu4,IT,randomstate
207,0.20447692739408468,9.999000099990002e-05,ReLu4,IT,randomstate
208,0.3470390294723677,9.999000099990002e-05,ReLu4,IT,randomstate
209,0.26136357007305655,9.999000099990002e-05,ReLu4,IT,randomstate
210,-0.0369667281980188,0.5311468853114688,ReLu4,EVC,100epochs
211,-0.06841592651695452,0.1815818418158184,ReLu4,EVC,100epochs
212,0.04307010852690377,0.33786621337866213,ReLu4,EVC,100epochs
213,0.11464740787733783,0.0096990300969903,ReLu4,EVC,100epochs
214,-0.010372879221727138,0.7557244275572442,ReLu4,EVC,100epochs
215,0.01713087955323741,0.7483251674832517,ReLu4,EVC,100epochs
216,0.0379582131029458,0.40105989401059894,ReLu4,EVC,100epochs
217,-0.009061139079552447,0.8457154284571543,ReLu4,EVC,100epochs
218,0.07016625091317646,0.16848315168483152,ReLu4,EVC,100epochs
219,0.08069935002399108,0.11528847115288471,ReLu4,EVC,100epochs
220,-0.024513991662224136,0.6418358164183582,ReLu4,EVC,100epochs
221,0.012541022927676872,0.8238176182381762,ReLu4,EVC,100epochs
222,-0.009568585565887038,0.8607139286071392,ReLu4,EVC,100epochs
223,0.26198890778228884,9.999000099990002e-05,ReLu4,EVC,100epochs
224,0.06461120368362146,0.23477652234776522,ReLu4,EVC,100epochs
225,0.11451949091232642,0.04079592040795921,ReLu4,IT,100epochs
226,0.016771082986722058,0.7833216678332167,ReLu4,IT,100epochs
227,0.023465590768847928,0.6376362363763624,ReLu4,IT,100epochs
228,0.25669989691299216,9.999000099990002e-05,ReLu4,IT,100epochs
229,0.08960362072636725,0.12188781121887811,ReLu4,IT,100epochs
230,0.06148291463755646,0.22557744225577442,ReLu4,IT,100epochs
231,0.11401801779331106,0.014698530146985302,ReLu4,IT,100epochs
232,0.1377896316529922,0.017198280171982803,ReLu4,IT,100epochs
233,0.16039910965726564,0.0031996800319968005,ReLu4,IT,100epochs
234,0.22899575859304616,9.999000099990002e-05,ReLu4,IT,100epochs
235,0.17604053443757653,9.999000099990002e-05,ReLu4,IT,100epochs
236,0.010874411727583452,0.8524147585241476,ReLu4,IT,100epochs
237,0.20496370562376642,9.999000099990002e-05,ReLu4,IT,100epochs
238,0.07948313713289189,0.16178382161783822,ReLu4,IT,100epochs
239,0.1760745702958476,9.999000099990002e-05,ReLu4,IT,100epochs
240,0.15333167247316803,0.010498950104989501,ReLu5,EVC,randomstate
241,0.11950380638750539,0.0197980201979802,ReLu5,EVC,randomstate
242,0.0590832770991688,0.19188081191880813,ReLu5,EVC,randomstate
243,0.18141192352608104,0.00019998000199980003,ReLu5,EVC,randomstate
244,0.10489834676519504,0.0010998900109989002,ReLu5,EVC,randomstate
245,0.02751866806224598,0.6137386261373863,ReLu5,EVC,randomstate
246,0.3037175843007424,9.999000099990002e-05,ReLu5,EVC,randomstate
247,0.2152471779564387,9.999000099990002e-05,ReLu5,EVC,randomstate
248,0.2581064830753726,9.999000099990002e-05,ReLu5,EVC,randomstate
249,0.23745819218033187,9.999000099990002e-05,ReLu5,EVC,randomstate
250,0.2847746316973013,9.999000099990002e-05,ReLu5,EVC,randomstate
251,0.04280810687262769,0.45185481451854814,ReLu5,EVC,randomstate
252,0.2240421803070635,9.999000099990002e-05,ReLu5,EVC,randomstate
253,0.21188825119732618,0.0004999500049995,ReLu5,EVC,randomstate
254,0.2258166705667502,0.00019998000199980003,ReLu5,EVC,randomstate
255,0.26289149762111386,9.999000099990002e-05,ReLu5,IT,randomstate
256,0.09748891728765986,0.09359064093590641,ReLu5,IT,randomstate
257,0.11977560228973555,0.013598640135986401,ReLu5,IT,randomstate
258,0.33132322193756253,9.999000099990002e-05,ReLu5,IT,randomstate
259,0.1114733418837051,0.045495450454954504,ReLu5,IT,randomstate
260,0.11267033895995308,0.0217978202179782,ReLu5,IT,randomstate
261,0.21946976508953053,9.999000099990002e-05,ReLu5,IT,randomstate
262,0.20871270822187485,9.999000099990002e-05,ReLu5,IT,randomstate
263,0.34352937563891395,9.999000099990002e-05,ReLu5,IT,randomstate
264,0.14963201854029035,0.00019998000199980003,ReLu5,IT,randomstate
265,0.27993161485836165,9.999000099990002e-05,ReLu5,IT,randomstate
266,0.1538653746508085,0.010198980101989802,ReLu5,IT,randomstate
267,0.1984065007087245,9.999000099990002e-05,ReLu5,IT,randomstate
268,0.35028370494749267,9.999000099990002e-05,ReLu5,IT,randomstate
269,0.26433689872826105,9.999000099990002e-05,ReLu5,IT,randomstate
270,0.005832309256954631,0.9263073692630737,ReLu5,EVC,100epochs
271,-0.06676344120500229,0.20317968203179682,ReLu5,EVC,100epochs
272,0.013874385769562554,0.7666233376662334,ReLu5,EVC,100epochs
273,0.04854618156479826,0.2880711928807119,ReLu5,EVC,100epochs
274,0.01732269708631459,0.5944405559444056,ReLu5,EVC,100epochs
275,0.034554616641829086,0.5349465053494651,ReLu5,EVC,100epochs
276,-0.024018808803946533,0.5925407459254075,ReLu5,EVC,100epochs
277,-0.0639992862552438,0.1695830416958304,ReLu5,EVC,100epochs
278,0.016830392608421913,0.7383261673832616,ReLu5,EVC,100epochs
279,0.06062343211965816,0.23627637236276372,ReLu5,EVC,100epochs
280,-0.06868121735149882,0.18968103189681032,ReLu5,EVC,100epochs
281,0.012230489954333642,0.8384161583841616,ReLu5,EVC,100epochs
282,-0.043183581565154665,0.417958204179582,ReLu5,EVC,100epochs
283,0.17401883639101556,0.0036996300369963003,ReLu5,EVC,100epochs
284,0.09176721683998096,0.09349065093490651,ReLu5,EVC,100epochs
285,0.19059799591358736,0.0006999300069993001,ReLu5,IT,100epochs
286,0.11234395215407705,0.05979402059794021,ReLu5,IT,100epochs
287,0.000561427734160004,0.9896010398960104,ReLu5,IT,100epochs
288,0.27545216965854075,9.999000099990002e-05,ReLu5,IT,100epochs
289,0.10063647662741365,0.0786921307869213,ReLu5,IT,100epochs
290,0.11755181409541343,0.021597840215978402,ReLu5,IT,100epochs
291,0.20395828280722786,9.999000099990002e-05,ReLu5,IT,100epochs
292,0.13283799988115186,0.024297570242975703,ReLu5,IT,100epochs
293,0.14691414180884527,0.004299570042995701,ReLu5,IT,100epochs
294,0.35339403789957513,9.999000099990002e-05,ReLu5,IT,100epochs
295,0.2523300783491697,9.999000099990002e-05,ReLu5,IT,100epochs
296,0.026649203647064187,0.6561343865613438,ReLu5,IT,100epochs
297,0.2648040009359742,9.999000099990002e-05,ReLu5,IT,100epochs
298,0.0772619503439637,0.1755824417558244,ReLu5,IT,100epochs
299,0.2567215708195385,9.999000099990002e-05,ReLu5,IT,100epochs
300,0.221259552286966,0.0011998800119988001,ReLu6,EVC,randomstate
301,0.17202446921570194,0.0020997900209979003,ReLu6,EVC,randomstate
302,-0.000531978568651889,0.9902009799020098,ReLu6,EVC,randomstate
303,0.12332136512209008,0.013598640135986401,ReLu6,EVC,randomstate
304,0.10944121056714938,0.0011998800119988001,ReLu6,EVC,randomstate
305,0.10500307357781455,0.07949205079492051,ReLu6,EVC,randomstate
306,0.2758535319421198,9.999000099990002e-05,ReLu6,EVC,randomstate
307,0.19232519248906044,9.999000099990002e-05,ReLu6,EVC,randomstate
308,0.3297077742187514,9.999000099990002e-05,ReLu6,EVC,randomstate
309,0.24780106771396854,9.999000099990002e-05,ReLu6,EVC,randomstate
310,0.30901515603674257,9.999000099990002e-05,ReLu6,EVC,randomstate
311,0.09924384948105937,0.11498850114988501,ReLu6,EVC,randomstate
312,0.24427419873144318,9.999000099990002e-05,ReLu6,EVC,randomstate
313,0.028501787766204344,0.6681331866813318,ReLu6,EVC,randomstate
314,0.199199207059374,0.0007999200079992001,ReLu6,EVC,randomstate
315,0.27241897612285354,9.999000099990002e-05,ReLu6,IT,randomstate
316,0.03317969626288536,0.601039896010399,ReLu6,IT,randomstate
317,0.10584768484545763,0.05089491050894911,ReLu6,IT,randomstate
318,0.13802013488674697,0.013498650134986502,ReLu6,IT,randomstate
319,0.12749052438473812,0.04409559044095591,ReLu6,IT,randomstate
320,0.08348704408518212,0.13108689131086892,ReLu6,IT,randomstate
321,0.22657485140399095,9.999000099990002e-05,ReLu6,IT,randomstate
322,0.08413026263234498,0.18638136186381363,ReLu6,IT,randomstate
323,0.2931708762781431,9.999000099990002e-05,ReLu6,IT,randomstate
324,0.09556129454117317,0.024697530246975304,ReLu6,IT,randomstate
325,0.20680354120411523,9.999000099990002e-05,ReLu6,IT,randomstate
326,0.11760342944020732,0.07019298070192981,ReLu6,IT,randomstate
327,0.12069589186116633,9.999000099990002e-05,ReLu6,IT,randomstate
328,0.31598430210945877,9.999000099990002e-05,ReLu6,IT,randomstate
329,0.2701827150559301,9.999000099990002e-05,ReLu6,IT,randomstate
330,0.05618186688995922,0.2596740325967403,ReLu6,EVC,100epochs
331,-0.03616212517436535,0.4106589341065893,ReLu6,EVC,100epochs
332,0.032507518041751934,0.39666033396660333,ReLu6,EVC,100epochs
333,0.10805689234332488,0.0045995400459954,ReLu6,EVC,100epochs
334,0.042748053034014626,0.1327867213278672,ReLu6,EVC,100epochs
335,0.05760388348778045,0.20227977202279773,ReLu6,EVC,100epochs
336,0.06362400608325097,0.0903909609039096,ReLu6,EVC,100epochs
337,-0.03398104282629315,0.38196180381961803,ReLu6,EVC,100epochs
338,0.116743430600353,0.0058994100589941,ReLu6,EVC,100epochs
339,0.10089919043298082,0.016998300169983,ReLu6,EVC,100epochs
340,-0.017552798518192306,0.6903309669033096,ReLu6,EVC,100epochs
341,0.06427589347319186,0.17518248175182483,ReLu6,EVC,100epochs
342,-0.004465129290148693,0.9163083691630837,ReLu6,EVC,100epochs
343,0.23449461441905164,9.999000099990002e-05,ReLu6,EVC,100epochs
344,0.1806437617731575,0.00019998000199980003,ReLu6,EVC,100epochs
345,0.19760768814746416,0.00019998000199980003,ReLu6,IT,100epochs
346,0.07907296858244006,0.10828917108289171,ReLu6,IT,100epochs
347,0.056147977453789105,0.1802819718028197,ReLu6,IT,100epochs
348,0.2956242050831562,9.999000099990002e-05,ReLu6,IT,100epochs
349,0.12256773433118702,0.010998900109989001,ReLu6,IT,100epochs
350,0.12471320715150293,0.0022997700229977,ReLu6,IT,100epochs
351,0.21449382168652495,9.999000099990002e-05,ReLu6,IT,100epochs
352,0.13350195506981472,0.006199380061993801,ReLu6,IT,100epochs
353,0.19591732499219142,9.999000099990002e-05,ReLu6,IT,100epochs
354,0.3402890661599997,9.999000099990002e-05,ReLu6,IT,100epochs
355,0.2599341600589368,9.999000099990002e-05,ReLu6,IT,100epochs
356,0.057029136332235386,0.2532746725327467,ReLu6,IT,100epochs
357,0.2860759125570632,9.999000099990002e-05,ReLu6,IT,100epochs
358,0.17473924703381002,0.00029997000299970003,ReLu6,IT,100epochs
359,0.28454226096825863,9.999000099990002e-05,ReLu6,IT,100epochs
360,0.22013532045089687,0.0004999500049995,ReLu7,EVC,randomstate
361,0.17431842615281237,0.0015998400159984002,ReLu7,EVC,randomstate
362,5.380235110204752e-06,1.0,ReLu7,EVC,randomstate
363,0.12355449315605493,0.0100989901009899,ReLu7,EVC,randomstate
364,0.11198759168073122,0.000999900009999,ReLu7,EVC,randomstate
365,0.10366593010092175,0.07029297070292971,ReLu7,EVC,randomstate
366,0.27500148112294637,9.999000099990002e-05,ReLu7,EVC,randomstate
367,0.1923117080769616,0.00019998000199980003,ReLu7,EVC,randomstate
368,0.330777963702353,9.999000099990002e-05,ReLu7,EVC,randomstate
369,0.24460950681507132,9.999000099990002e-05,ReLu7,EVC,randomstate
370,0.30992284332788284,9.999000099990002e-05,ReLu7,EVC,randomstate
371,0.10331665662086309,0.09459054094590541,ReLu7,EVC,randomstate
372,0.24540945132551226,9.999000099990002e-05,ReLu7,EVC,randomstate
373,0.027772375027202045,0.6744325567443256,ReLu7,EVC,randomstate
374,0.2016708721650318,0.0010998900109989002,ReLu7,EVC,randomstate
375,0.2739545491949832,9.999000099990002e-05,ReLu7,IT,randomstate
376,0.03588916803853439,0.5838416158384162,ReLu7,IT,randomstate
377,0.10737685460917158,0.046495350464953504,ReLu7,IT,randomstate
378,0.13877795285893751,0.0108989101089891,ReLu7,IT,randomstate
379,0.12735947333236544,0.0456954304569543,ReLu7,IT,randomstate
380,0.08311982972595146,0.13408659134086592,ReLu7,IT,randomstate
381,0.22638112596639812,9.999000099990002e-05,ReLu7,IT,randomstate
382,0.08610632066463263,0.17128287171282872,ReLu7,IT,randomstate
383,0.2939426295443434,9.999000099990002e-05,ReLu7,IT,randomstate
384,0.09658799944198783,0.022397760223977603,ReLu7,IT,randomstate
385,0.2095603011015741,9.999000099990002e-05,ReLu7,IT,randomstate
386,0.12155952278712535,0.059394060593940604,ReLu7,IT,randomstate
387,0.1215727341506359,9.999000099990002e-05,ReLu7,IT,randomstate
388,0.3155265332881818,9.999000099990002e-05,ReLu7,IT,randomstate
389,0.27317191406727875,9.999000099990002e-05,ReLu7,IT,randomstate
390,0.06777098018900017,0.14928507149285072,ReLu7,EVC,100epochs
391,-0.02731467802637465,0.5161483851614839,ReLu7,EVC,100epochs
392,0.05254268888398571,0.1488851114888511,ReLu7,EVC,100epochs
393,0.13048695452107337,0.00039996000399960006,ReLu7,EVC,100epochs
394,0.05227591632321962,0.0466953304669533,ReLu7,EVC,100epochs
