,corr,p,layer,ROI,state,net
0,-0.22528874200069118,0.0004999500049995,ReLu1,EVC,randomstate,alexnet
1,-0.02795791375154937,0.6476352364763523,ReLu1,EVC,randomstate,alexnet
2,0.017137959511719744,0.7486251374862514,ReLu1,EVC,randomstate,alexnet
3,0.07996545922270071,0.1337866213378662,ReLu1,EVC,randomstate,alexnet
4,-0.004622765197254258,0.9042095790420958,ReLu1,EVC,randomstate,alexnet
5,-0.15723032025807163,0.013098690130986902,ReLu1,EVC,randomstate,alexnet
6,-0.044479159979384245,0.40245975402459755,ReLu1,EVC,randomstate,alexnet
7,-0.02862303213701434,0.6051394860513949,ReLu1,EVC,randomstate,alexnet
8,-0.1058080327589136,0.07129287071292871,ReLu1,EVC,randomstate,alexnet
9,-0.03865494655581249,0.5261473852614739,ReLu1,EVC,randomstate,alexnet
10,-0.0681337194307448,0.2753724627537246,ReLu1,EVC,randomstate,alexnet
11,-0.12432849461500557,0.06519348065193481,ReLu1,EVC,randomstate,alexnet
12,-0.18116356873881584,0.0023997600239976003,ReLu1,EVC,randomstate,alexnet
13,0.14549709260124957,0.041995800419958006,ReLu1,EVC,randomstate,alexnet
14,-0.18006885428950187,0.004399560043995601,ReLu1,EVC,randomstate,alexnet
15,-0.050974158896329,0.44645535446455353,ReLu1,IT,randomstate,alexnet
16,0.010328811895338356,0.8863113688631137,ReLu1,IT,randomstate,alexnet
17,-0.07048082579090698,0.22977702229777022,ReLu1,IT,randomstate,alexnet
18,0.11463375462992258,0.0494950504949505,ReLu1,IT,randomstate,alexnet
19,-0.007175963691137386,0.9172082791720828,ReLu1,IT,randomstate,alexnet
20,0.05413225931855189,0.3591640835916408,ReLu1,IT,randomstate,alexnet
21,-0.004442905196422981,0.9357064293570643,ReLu1,IT,randomstate,alexnet
22,0.19472521808691567,0.0035996400359964,ReLu1,IT,randomstate,alexnet
23,-0.02359934940308775,0.7047295270472953,ReLu1,IT,randomstate,alexnet
24,0.0466784402224057,0.3046695330466953,ReLu1,IT,randomstate,alexnet
25,0.018130255218805867,0.7333266673332667,ReLu1,IT,randomstate,alexnet
26,0.08971705384619062,0.201979802019798,ReLu1,IT,randomstate,alexnet
27,0.0003127702866860769,0.9912008799120088,ReLu1,IT,randomstate,alexnet
28,-0.09193377337043818,0.16578342165783422,ReLu1,IT,randomstate,alexnet
29,0.0014579247775834685,0.976002399760024,ReLu1,IT,randomstate,alexnet
30,-0.1657942199441283,0.008099190080991902,ReLu1,EVC,pretrained,alexnet
31,-0.05884790937965946,0.2940705929407059,ReLu1,EVC,pretrained,alexnet
32,0.035300348164884796,0.46685331466853314,ReLu1,EVC,pretrained,alexnet
33,0.08901374743159121,0.06779322067793221,ReLu1,EVC,pretrained,alexnet
34,-0.0156690150395371,0.6451354864513549,ReLu1,EVC,pretrained,alexnet
35,-0.12561469497996805,0.027697230276972302,ReLu1,EVC,pretrained,alexnet
36,-0.00018673423217173974,0.997000299970003,ReLu1,EVC,pretrained,alexnet
37,-0.010454523040028635,0.8345165483451655,ReLu1,EVC,pretrained,alexnet
38,-0.08038020873991156,0.1297870212978702,ReLu1,EVC,pretrained,alexnet
39,0.026595946247937936,0.6276372362763724,ReLu1,EVC,pretrained,alexnet
40,-0.0877915688623781,0.11848815118488151,ReLu1,EVC,pretrained,alexnet
41,-0.11251329659405682,0.061993800619938005,ReLu1,EVC,pretrained,alexnet
42,-0.1484099250431359,0.0081991800819918,ReLu1,EVC,pretrained,alexnet
43,0.1627573920319348,0.013298670132986702,ReLu1,EVC,pretrained,alexnet
44,-0.1194146528332252,0.036996300369963,ReLu1,EVC,pretrained,alexnet
45,-0.007997815401885504,0.8934106589341065,ReLu1,IT,pretrained,alexnet
46,0.045297374696024295,0.48675132486751327,ReLu1,IT,pretrained,alexnet
47,-0.021875982379055574,0.6825317468253175,ReLu1,IT,pretrained,alexnet
48,0.17645282897149442,0.0021997800219978004,ReLu1,IT,pretrained,alexnet
49,0.06447121024908212,0.29827017298270175,ReLu1,IT,pretrained,alexnet
50,0.027746813654774945,0.6117388261173883,ReLu1,IT,pretrained,alexnet
